total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1441,1246.29,14.4203,0.556267,558.526,13.8733
1442,1247.59,14.3977,0.488531,560.116,12.1899
1443,1248.75,14.3865,0.425871,561.419,10.661
1444,1249.72,14.3881,0.372776,562.404,9.36082
1445,1250.58,14.3989,0.331134,563.164,8.34603
1446,1251.32,14.418,0.296978,563.711,7.51665
1447,1252.05,14.4382,0.272291,564.241,6.91692
1448,1252.71,14.4629,0.253485,564.657,6.4735
1449,1253.37,14.4885,0.238089,565.047,6.10328
1450,1253.99,14.5166,0.228073,565.38,5.85235
1451,1254.61,14.5448,0.221936,565.714,5.6899
1452,1255.2,14.5754,0.217315,565.987,5.59017
1453,1255.79,14.6056,0.214773,566.272,5.53116
1454,1256.38,14.636,0.213347,566.55,5.48578
1455,1256.99,14.6644,0.212415,566.882,5.46294
1456,1257.55,14.697,0.213097,567.106,5.48008
1457,1258.17,14.7256,0.213383,567.441,5.48008
1458,1258.75,14.7567,0.21728,567.708,5.56496
1459,1259.35,14.7863,0.218156,568.011,5.58737
1460,1259.94,14.8166,0.221798,568.306,5.6899
1461,1260.54,14.8459,0.222279,568.617,5.67891
1462,1261.15,14.8748,0.227872,568.948,5.82022
1463,1261.75,14.9049,0.229706,569.241,5.86302
1464,1262.34,14.9348,0.233984,569.545,5.95031
1465,1263,14.9604,0.239559,569.96,6.0879
1466,1263.61,14.9892,0.241304,570.286,6.15427
1467,1264.23,15.0171,0.245286,570.644,6.22244
1468,1264.88,15.0433,0.251218,571.045,6.36396
1469,1265.5,15.0711,0.254357,571.404,6.43962
1470,1266.16,15.0963,0.25967,571.83,6.56696
1471,1266.84,15.1205,0.265136,572.284,6.67552
1472,1267.48,15.1469,0.269276,572.677,6.77311
1473,1268.19,15.1681,0.274301,573.203,6.88068
1474,1268.84,15.1944,0.279454,573.606,7.01783
1475,1269.53,15.2171,0.285076,574.095,7.1807
1476,1270.22,15.2401,0.292395,574.579,7.36758
1477,1270.95,15.2603,0.300223,575.133,7.55811
1478,1271.66,15.2817,0.310369,575.663,7.85812
1479,1272.45,15.2971,0.32443,576.341,8.21013
1480,1273.23,15.3134,0.342505,577.004,8.70165
1481,1274.09,15.3236,0.367271,577.822,9.38583
1482,1274.99,15.3312,0.396941,578.709,10.1888
1483,1275.99,15.3311,0.43542,579.795,11.2222
1484,1277.09,15.3237,0.483224,581.079,12.5137
1485,1278.36,15.3036,0.537773,582.693,13.9609
1486,1279.86,15.2669,0.599822,584.741,15.6055
1487,1281.6,15.2117,0.662993,587.267,17.2781
1488,1283.6,15.1381,0.722888,590.272,18.8514
1489,1285.92,15.0403,0.774965,593.906,20.2191
1490,1288.43,14.9285,0.805862,597.893,21.0201
1491,1291.06,14.8077,0.812998,602.104,21.1992
1492,1293.61,14.6931,0.795687,606.148,20.7379
1493,1296.05,14.5864,0.75339,609.973,19.6278
1494,1298.29,14.4945,0.693731,613.406,18.065
1495,1300.15,14.4307,0.627741,616.1,16.3487
1496,1301.75,14.3861,0.558293,618.286,14.543
1497,1303.08,14.3614,0.493843,619.956,12.8768
1498,1304.29,14.3464,0.43153,621.369,11.2667
1499,1305.27,14.3478,0.380052,622.358,9.93573
1500,1306.21,14.3522,0.332353,623.267,8.70165
1501,1306.98,14.3689,0.295019,623.86,7.74597
1502,1307.68,14.3912,0.265855,624.306,6.98659
1503,1308.39,14.413,0.240797,624.768,6.35413
1504,1309.02,14.4404,0.221109,625.08,5.86568
1505,1309.65,14.4679,0.204361,625.396,5.43139
1506,1310.24,14.4983,0.190807,625.631,5.04356
1507,1310.81,14.5296,0.180323,625.85,4.76642
1508,1311.38,14.5613,0.171564,626.059,4.54835
